,Unnamed: 0,FI,FI_EJ,AN,CLIN_STAFF,ADMIN,NURSES,NONCLI,OTHERCLI,INPATIENT
897,5413,930300082,930000419,2017,84.17999999999999,46.0,49.0,14.0,33.0,34822.0
898,5414,930300116,930000427,2017,60.24,47.64,81.86000000000001,20.65,123.15,45487.0
899,5415,930300264,930000492,2017,29.93,19.0,22.0,14.0,25.0,5409.0
900,5416,930300298,930025523,2017,43.080000000000005,22.8,31.6,5.0,73.2,12431.0
901,5417,930300553,930000633,2017,77.21,64.18,127.36,26.28,166.20000000000002,53142.0
902,5418,930300587,930000641,2017,40.79,22.43,38.57,10.91,28.41,26776.0
903,5419,930300595,930000658,2017,58.36,69.83,106.5,22.36,135.8,63678.0
904,5420,930300645,930000682,2017,86.65,68.6,178.35,12.64,167.07,15808.0
905,5421,930706239,930110051,2017,13.44,6.58,63.53,13.99,168.64,3721.0
906,5422,940000573,940110018,2017,353.03,238.71,617.0500000000001,368.5700000000001,710.32,508158.0
907,5423,940000599,940110042,2017,273.4,216.55,484.68,232.73,580.55,91329.0
908,5424,940000649,940150014,2017,162.26,121.78,253.11,85.03999999999999,246.52,198133.0
909,5425,940000656,940160013,2017,10.95,15.89,51.120000000000005,48.92,44.21,6789.0
910,5426,940000664,940160013,2017,377.59,519.39,624.22,514.1,263.42,120940.0
911,5427,940006679,940017338,2017,66.42999999999999,33.9,80.0,8.129999999999999,88.56,29649.0
912,5428,940016868,940016819,2017,136.31,189.87,309.86,281.94,677.08,89818.0
913,5429,940100027,750712184,2017,841.8199999999999,706.72,1428.66,818.52,1548.2600000000002,564267.0
914,5430,940100035,750712184,2017,75.22,84.82,234.78,147.09,493.62,28289.0
915,5432,940100050,750712184,2017,67.96,114.61,243.12,191.56,868.02,15065.0
916,5433,940100068,750712184,2017,168.3,166.79,437.91,324.19,635.94,103499.0
917,5434,940120017,750821092,2017,139.61,205.59,276.23,164.36,288.68,202886.0
918,5435,940300031,940000706,2017,97.43,31.0,116.0,11.5,63.9,68557.0
919,5437,940300379,940000805,2017,78.47,23.4,45.32,8.09,54.67,9497.0
920,5438,940300445,940000854,2017,35.1,27.1,61.14,8.059999999999999,48.57,39449.0
921,5439,940300452,940000862,2017,20.73,26.52,10.37,10.28,22.77,2338.0
922,5440,940300494,940000896,2017,32.28,25.07,74.71000000000001,6.76,37.2,37875.0
923,5441,940300551,940000912,2017,27.44,16.74,15.03,5.02,34.36,4435.0
924,5442,940300569,940000912,2017,50.96,37.33,52.36999999999999,11.45,46.51,37814.0
925,5443,940813033,940001894,2017,63.12,25.84,35.38,5.49,27.49,14756.0
926,5444,950000307,950110015,2017,342.90000000000003,252.64,620.85,359.32,750.11,301920.0
927,5445,950000315,950001370,2017,100.68,114.46,280.88,174.27,288.93,100568.0
928,5446,950000323,950013870,2017,309.6,229.79,593.06,337.48,625.86,243315.0
929,5447,950000331,950110049,2017,300.99,244.0,643.2399999999999,446.13,814.19,353586.0
930,5448,950000364,950110080,2017,421.68,375.12,947.55,433.64,1031.93,392165.0
931,5449,950300095,950000455,2017,27.8,21.0,53.7,4.73,23.95,28278.0
932,5450,950300202,950000521,2017,65.58,43.5,51.3,4.5,51.5,15894.0
933,5451,950300244,950000539,2017,81.75999999999999,43.8,111.41,26.55,65.89,62459.0
934,5452,950300277,950000547,2017,95.64,72.28,123.69,23.0,127.33,70221.0
935,5453,950807982,950001636,2017,120.39,61.64,142.33,13.57,123.78,61178.0
